Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
HMR_3905		m2411 + m3355  => m1551 + m2714 + m3361 	(ENSG00000147576) or (ENSG00000180011) or (ENSG00000196616) or (ENSG00000198099)	0	 -0.00	1000.00	  0.00
HMR_3907		m2411 + m3365  => m1551 + m2714 + m3371 	(ENSG00000117448)	0	 -0.00	1000.00	  0.00
HMR_4097		m1555 + m1720 + m2098  => m1575 + m1672 + m3643 	(ENSG00000131069)	0	 -0.00	1000.00	  0.00
HMR_4099		m1557 + m1722 + m2101  => m1577 + m1675 + m3644 	(ENSG00000111058) or (ENSG00000154930)	0	 -0.00	1000.00	  0.00
HMR_4108		m1571 + m2098  => m1575 + m1672 	(ENSG00000131069)	0	 -0.00	1000.00	  0.00
HMR_4133		m1555 + m1720  => m1571 + m3643 	(ENSG00000131069)	0	 -0.00	1000.00	  0.00
HMR_4137		m2101 + m3356 + m3708  => m1577 + m2094 + m2717 + m3362 	(ENSG00000091140) or (ENSG00000110435) or (ENSG00000150768) or (ENSG00000168291)	0	 -0.00	1000.00	  0.00
HMR_4281		m2719 + m3363 + m3709  <=> m3190 + m3358 	(ENSG00000111716) or (ENSG00000151116) or (ENSG00000166800) or (ENSG00000171989)	1	-1000.00	1000.00	  0.00
HMR_4388		m2714 + m3361 + m3707  <=> m3188 + m3355 	(ENSG00000111716) or (ENSG00000151116) or (ENSG00000166800) or (ENSG00000171989)	1	-1000.00	1000.00	  0.00
HMR_4283		m1551 + m2722 + m3365  => m1555 + m2714 + m3371 	(ENSG00000006534) or (ENSG00000184254)	0	 -0.00	1000.00	  0.00
HMR_8357		m1552 + m2725 + m3356  => m1557 + m2717 + m3362 	(ENSG00000072210) or (ENSG00000137124) or (ENSG00000143149) or (ENSG00000164904)	0	 -0.00	1000.00	  0.00
HMR_4379		m1720 + m2473  => m1606 + m2471 	(ENSG00000067057) or (ENSG00000141959) or (ENSG00000152556) or (ENSG00000160226)	0	 -0.00	1000.00	  0.00
HMR_4301		m2473 + m4149  => m2471 + m4097 	(ENSG00000067057) or (ENSG00000141959) or (ENSG00000152556) or (ENSG00000160226)	0	 -0.00	1000.00	  0.00
HMR_4355		m2238 + m2382  => m3774 	(ENSG00000136872) or (ENSG00000149925)	0	 -0.00	1000.00	  0.00
HMR_4358		m1606 + m3581  => m1720 + m3707 	(ENSG00000121900) or (ENSG00000143630)	0	 -0.00	1000.00	  0.00
HMR_4360		m2722 + m3287 + m3365  => m2714 + m3371 + m3707 	(ENSG00000180011)	0	 -0.00	1000.00	  0.00
HMR_4363		m892  <=> m2722 + m3581 	(ENSG00000074800) or (ENSG00000108515)	1	-1000.00	1000.00	  0.00
HMR_4365		m892  <=> m1192 	(ENSG00000164708) or (ENSG00000171314) or (ENSG00000226784)	1	-1000.00	1000.00	  0.00
HMR_4368		m406 + m1606  <=> m1192 + m1720 	(ENSG00000096006) or (ENSG00000102144)	1	-1000.00	1000.00	  0.00
HMR_4370		m406 + m2722  => m1192 + m3631 	(ENSG00000119640) or (ENSG00000170634)	0	 -0.00	1000.00	  0.00
HMR_4371		m406  => m758 	(ENSG00000164708) or (ENSG00000171314) or (ENSG00000226784)	0	 -0.00	1000.00	  0.00
HMR_4373		m406 + m2714 + m3361  <=> m2545 + m3355 + m3631 	(ENSG00000111640)	1	-1000.00	1000.00	  0.00
HMR_4375		m2238 + m2545  <=> m2471 	(ENSG00000136872) or (ENSG00000149925)	1	-1000.00	1000.00	  0.00
HMR_4377		m2471 + m2722  => m2473 + m3631 	(ENSG00000130957) or (ENSG00000165140)	0	 -0.00	1000.00	  0.00
HMR_4381		m2473  <=> m2588 	(ENSG00000105220)	1	-1000.00	1000.00	  0.00
HMR_4391		m2238  <=> m2545 	(ENSG00000111669)	1	-1000.00	1000.00	  0.00
HMR_4394		m1720 + m2581  => m1606 + m2588 	(ENSG00000106633) or (ENSG00000156510) or (ENSG00000156515) or (ENSG00000159322) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4396		m2587  <=> m2588 	(ENSG00000079739) or (ENSG00000154330) or (ENSG00000169299)	1	-1000.00	1000.00	  0.00
HMR_4521		m2589 + m2728  => m2584 + m3637 	(ENSG00000131482) or (ENSG00000141349)	0	 -0.00	1000.00	  0.00
HMR_6410		m3178 + m3708  => m2094 + m3753 	(ENSG00000168291)	0	 -0.00	1000.00	  0.00
HMR_6412		m2101 + m3753  => m1577 + m2258 	(ENSG00000150768)	0	 -0.00	1000.00	  0.00
HMR_7745		m1741  <=> m2581 	(ENSG00000143891)	1	-1000.00	1000.00	  0.00
HMR_7746		m1720 + m1741  => m1606 + m1742 	(ENSG00000106633) or (ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_7747		m1606 + m1741  => m1672 + m1742 	(ENSG00000159322)	0	 -0.00	1000.00	  0.00
HMR_7748		m1742  <=> m2588 	(ENSG00000105220)	1	-1000.00	1000.00	  0.00
HMR_7749		m1742  <=> m2473 	(ENSG00000105220)	1	-1000.00	1000.00	  0.00
HMR_3989		m2729 + m3249  => 2 m2585 	(ENSG00000092529) or (ENSG00000214013)	0	 -0.00	1000.00	  0.00
HMR_4122		m2722 + 2 m3355 + m4107  => 2 m2714 + 2 m3361 + m4109 	(ENSG00000109814)	0	 -0.00	1000.00	  0.00
HMR_4837		m2729 + m4024  => 2 m2585 	(ENSG00000142102)	0	 -0.00	1000.00	  0.00
HMR_5395		m2636 + 8 m4107  => m2635 + 8 m4097 	(ENSG00000056998) or (ENSG00000163754)	0	 -0.00	1000.00	  0.00
HMR_5396		m2635 + 3 m4107  => m2630 + 3 m4097 	(ENSG00000056998) or (ENSG00000104812) or (ENSG00000111713) or (ENSG00000163754)	0	 -0.00	1000.00	  0.00
HMR_9727		m4107  => m4097 + m4187 	(ENSG00000104812) or (ENSG00000111713) or (ENSG00000119938) or (ENSG00000173281)	0	 -0.00	1000.00	  0.00
HMR_5397		m2630  => m2632 	(ENSG00000114480)	0	 -0.00	1000.00	  0.00
HMR_5398		m2632 + 3 m3631  => 3 m2587 + m2631 	(ENSG00000068976) or (ENSG00000100994)	0	 -0.00	1000.00	  0.00
HMR_5399		m2631  => m2634 	(ENSG00000162688)	0	 -0.00	1000.00	  0.00
HMR_5400		m2634 + m2722  => m2581 + m2633 	(ENSG00000162688)	0	 -0.00	1000.00	  0.00
HMR_5401		m2633 + 7 m3631  => 7 m2587 + m2636 	(ENSG00000068976) or (ENSG00000100994)	0	 -0.00	1000.00	  0.00
HMR_8568		m2722 + m3238  => m2469 + m3244 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8569		m2729 + m3239  => m2585 + m3245 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8570		2 m2722 + m3244  => 2 m2469 + m3240 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8571		2 m2729 + m3245  => 2 m2585 + m3241 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8572		m2722 + m3240  => m2469 + m3242 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8573		m2729 + m3241  => m2585 + m3243 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8574		m2722 + m3242  => m2469 + m3246 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8575		m2729 + m3243  => m2585 + m3247 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8576		m2722 + m3246  => m2469 + m3250 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8577		m2729 + m3247  => m2585 + m3251 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8578		m2722 + m3250  => m2469 + m3252 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8579		m2729 + m3251  => m2585 + m3253 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8581		m2729 + m3253  => m2585 + m3249 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8591		m2722 + m3252  => m2581 + m3248 	(ENSG00000214013)	0	 -0.00	1000.00	  0.00
HMR_8580		m2722 + m3252  => m2469 + m3248 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8582		m2722 + m3248  => 2 m2469 	(ENSG00000120563)	0	 -0.00	1000.00	  0.00
HMR_8587		m2722 + m3248  => 2 m2581 	(ENSG00000214013)	0	 -0.00	1000.00	  0.00
HMR_8585		m406 + m2587  => m1192 + m2586 	(ENSG00000165434)	0	 -0.00	1000.00	  0.00
HMR_3944		m2587 + m4149  => m3643 + m4107 	(ENSG00000169764)	0	 -0.00	1000.00	  0.00
HMR_4128		m4104  <=> m4107 	(ENSG00000117308)	1	-1000.00	1000.00	  0.00
HMR_4130		m1720 + m2515  => m1606 + m1661 	(ENSG00000108479) or (ENSG00000156958)	0	 -0.00	1000.00	  0.00
HMR_4131		m2587 + m4104  <=> m1661 + m4107 	(ENSG00000213930)	1	-1000.00	1000.00	  0.00
HMR_4132		m2518 + m4107  => m2587 + m4104 	(ENSG00000213930)	0	 -0.00	1000.00	  0.00
HMR_4303		m2729 + m3869  => m2470 + m2585 	(ENSG00000214013)	0	 -0.00	1000.00	  0.00
HMR_4414		m1720 + m2515  => m1606 + m2518 	(ENSG00000108479) or (ENSG00000156958) or (ENSG00000166262)	0	 -0.00	1000.00	  0.00
HMR_4415		m2729 + m3087  => m2517 + m2585 	(ENSG00000115850) or (ENSG00000163521) or (ENSG00000170266)	0	 -0.00	1000.00	  0.00
HMR_4416		m2521 + m2729  => m2517 + m2619 	(ENSG00000170266) or (ENSG00000241343)	0	 -0.00	1000.00	  0.00
HMR_4774		m1789 + m3887  <=> m2130 + m2319 	(ENSG00000067057) or (ENSG00000141959) or (ENSG00000152556)	1	-1000.00	1000.00	  0.00
HMR_4775		m2319 + m2939  <=> m2904 + m3887 	(ENSG00000067057) or (ENSG00000141959) or (ENSG00000152556)	1	-1000.00	1000.00	  0.00
HMR_7674		m2582 + m4105  => m3085 + m4098 	(ENSG00000117411)	0	 -0.00	1000.00	  0.00
HMR_8761		m1720 + m2317  => m1606 + m2319 	(ENSG00000138030)	0	 -0.00	1000.00	  0.00
HMR_8762		m2319  <=> m2238 + m2613 	(ENSG00000136872) or (ENSG00000149925)	1	-1000.00	1000.00	  0.00
HMR_8764		m2724 + m3086  => m2516 + m2583 	(ENSG00000115850)	0	 -0.00	1000.00	  0.00
HMR_8767		m1661 + m4149  => m3643 + m4104 	(ENSG00000213930)	0	 -0.00	1000.00	  0.00
HMR_4297		m1720 + m2473  => m1606 + m2472 	(ENSG00000114268) or (ENSG00000123836)	0	 -0.00	1000.00	  0.00
HMR_4316		m2225 + m3365  <=> m2581 + m2714 + m3371 	(ENSG00000085662)	1	-1000.00	1000.00	  0.00
HMR_4319		m1720 + m2469  => m1606 + m2473 	(ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4383		m2473  <=> m3260 	(ENSG00000178802)	1	-1000.00	1000.00	  0.00
HMR_4385		m3260  => m3259 	(ENSG00000100413) or (ENSG00000100417) or (ENSG00000140650)	0	 -0.00	1000.00	  0.00
HMR_4386		m2558 + m3259  => m2566 + m3631 	(ENSG00000144591) or (ENSG00000164068) or (ENSG00000173540) or (ENSG00000176020)	0	 -0.00	1000.00	  0.00
HMR_4387		m2702 + m3259  => m2566 + m3643 	(ENSG00000144591) or (ENSG00000173540)	0	 -0.00	1000.00	  0.00
HMR_4399		m2566  => m2563 + m2722 	(ENSG00000112699)	0	 -0.00	1000.00	  0.00
HMR_4400		m2563 + m2714 + m3361  => m2564 + m3355 	(ENSG00000104522)	0	 -0.00	1000.00	  0.00
HMR_4401		m2564 + m3643  <=> m2702 + m3146 	(ENSG00000254685)	1	-1000.00	1000.00	  0.00
HMR_4402		m1455 + m1720  <=> m1606 + m3146 	(ENSG00000157353)	1	-1000.00	1000.00	  0.00
HMR_4490		m1720 + m3254  => m1606 + m3260 	(ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4706		m2472 + m2722  => m2473 + m3631 	(ENSG00000078237) or (ENSG00000114268) or (ENSG00000123836)	0	 -0.00	1000.00	  0.00
HMR_8768		m2563 + m2714 + m3371  => m2564 + m3365 	(ENSG00000104522)	0	 -0.00	1000.00	  0.00
HMR_4590		m2714 + m3216 + m3371  => m3365 + m4181 	(ENSG00000169738)	0	 -0.00	1000.00	  0.00
HMR_4591		m3355 + m4181  => m2714 + m3216 + m3361 	(ENSG00000115425) or (ENSG00000116353)	0	 -0.00	1000.00	  0.00
HMR_4592		m2337 + m2714 + m3371  <=> m3365 + m4181 	(ENSG00000085662)	1	-1000.00	1000.00	  0.00
HMR_4593		m3355 + m4181  => m2338 + m2714 + m3361 		0	 -0.00	1000.00	  0.00
HMR_8341		m2714 + m3090 + m3371  => m3092 + m3365 	(ENSG00000053371) or (ENSG00000085662) or (ENSG00000117448)	0	 -0.00	1000.00	  0.00
HMR_8342		m2714 + m3216 + m3361  <=> m3092 + m3355 		1	-1000.00	1000.00	  0.00
HMR_8727		m2722 + m4109  => m2227 + m4121 	(ENSG00000120697)	0	 -0.00	1000.00	  0.00
HMR_8729		m2722 + m4109  => m2598 + m4097 	(ENSG00000115652)	0	 -0.00	1000.00	  0.00
HMR_6537		m2598 + m2714 + m3371  <=> m3151 + m3365 	(ENSG00000117448)	1	-1000.00	1000.00	  0.00
HMR_1568		m1551 + m2722 + m3355  => m1555 + m2714 + m3361 	(ENSG00000006534) or (ENSG00000184254)	0	 -0.00	1000.00	  0.00
HMR_3853		m2682 + m3287  => m326 	(ENSG00000167699)	0	 -0.00	1000.00	  0.00
HMR_3854		m2714 + m3287 + m3361  => m3081 + m3355 	(ENSG00000085662)	0	 -0.00	1000.00	  0.00
HMR_3855		m2714 + m3081 + m3371  => m3365 + m3662 	(ENSG00000085662)	0	 -0.00	1000.00	  0.00
HMR_3857		m326 + m2722  => m2270 + m2682 	(ENSG00000063854)	0	 -0.00	1000.00	  0.00
HMR_3859		m2270 + 2 m2451  => 2 m2452 + 2 m2714 + m3707 	(ENSG00000166816) or (ENSG00000182224)	0	 -0.00	1000.00	  0.00
HMR_4087		m3228 + m3356  => m2094 + m2717 + m3362 + m3708 	(ENSG00000082212) or (ENSG00000151376)	0	 -0.00	1000.00	  0.00
HMR_4089		m3227 + m3365  => m2092 + m2714 + m3371 + m3707 	(ENSG00000013392) or (ENSG00000065833)	0	 -0.00	1000.00	  0.00
HMR_4091		m3228 + m3366  => m2094 + m2717 + m3372 + m3708 	(ENSG00000082212) or (ENSG00000151376)	0	 -0.00	1000.00	  0.00
HMR_4093		m1575 + m2722  => m1555 + m2098 	(ENSG00000172497)	0	 -0.00	1000.00	  0.00
HMR_4095		m1577 + m2725  => m1557 + m2101 	(ENSG00000172497)	0	 -0.00	1000.00	  0.00
HMR_8497		m2714 + m3287 + m3371  => m2894 + m3365 	(ENSG00000053371) or (ENSG00000085662) or (ENSG00000117448)	0	 -0.00	1000.00	  0.00
HMR_8500		m2714 + m2894 + m3371  => m3365 + m3662 	(ENSG00000053371) or (ENSG00000085662) or (ENSG00000117448)	0	 -0.00	1000.00	  0.00
HMR_8501		m2714 + m3287 + m3371  => m2269 + m3365 	(ENSG00000137106)	0	 -0.00	1000.00	  0.00
HMR_8502		m326 + m2714 + m3361  <=> m2269 + m2682 + m3355 	(ENSG00000147576) or (ENSG00000196616) or (ENSG00000198099)	1	-1000.00	1000.00	  0.00
HMR_8503		m2722 + m3081 + m3355  => m2714 + m3188 + m3361 	(ENSG00000006534) or (ENSG00000072210) or (ENSG00000143149) or (ENSG00000164904) or (ENSG00000184254)	0	 -0.00	1000.00	  0.00
HMR_8504		m2269 + m2722 + m3355  => m2270 + m2714 + m3361 	(ENSG00000072210) or (ENSG00000137124) or (ENSG00000143149) or (ENSG00000164904)	0	 -0.00	1000.00	  0.00
HMR_8506		m2725 + m3082 + m3356  => m2717 + m3189 + m3362 	(ENSG00000072210) or (ENSG00000137124) or (ENSG00000143149) or (ENSG00000164904)	0	 -0.00	1000.00	  0.00
HMR_8507		m3355 + m3662  => m2269 + m2714 + m3361 	(ENSG00000147576) or (ENSG00000180011) or (ENSG00000196616) or (ENSG00000198099)	0	 -0.00	1000.00	  0.00
HMR_8508		m3355 + m3662  => m2714 + m3081 + m3361 	(ENSG00000147576) or (ENSG00000180011) or (ENSG00000196616) or (ENSG00000198099)	0	 -0.00	1000.00	  0.00
HMR_8509		m2269 + m2714 + m3371  => m3365 + m3662 	(ENSG00000053371) or (ENSG00000085662) or (ENSG00000117448)	0	 -0.00	1000.00	  0.00
HMR_8511		m327 + m2725  => m2271 + m2683 	(ENSG00000063854)	0	 -0.00	1000.00	  0.00
HMR_8512		m2270 + m3355  <=> m2714 + m3361 + m3707 	(ENSG00000166816)	1	-1000.00	1000.00	  0.00
HMR_8514		2 m2451 + m3188  => 2 m2452 + 2 m2714 + m3707 	(ENSG00000166816) or (ENSG00000182224)	0	 -0.00	1000.00	  0.00
HMR_8516		m2238  => m3287 + m3631 	(ENSG00000148090)	0	 -0.00	1000.00	  0.00
HMR_4280		m2717 + m3362 + m3708  <=> m3189 + m3356 	(ENSG00000134333)	1	-1000.00	1000.00	  0.00
HMR_0153		m1672 + m3643 + m3667  <=> m1720 + m2098 + m3663 	(ENSG00000111058) or (ENSG00000131069) or (ENSG00000154930)	1	-1000.00	1000.00	  0.00
HMR_3212		m2424 + m3668  <=> m1582 + m2428 	(ENSG00000111271) or (ENSG00000117054) or (ENSG00000122971) or (ENSG00000151498) or (ENSG00000177646) or (ENSG00000196177) or (ENSG00000240303)	1	-1000.00	1000.00	  0.00
HMR_3797		m1675 + m3644 + m3668  <=> m1722 + m2101 + m3664 	(ENSG00000111058) or (ENSG00000131069) or (ENSG00000154930)	1	-1000.00	1000.00	  0.00
HMR_4105		m3235  => m1575 + m2092 	(ENSG00000103150)	0	 -0.00	1000.00	  0.00
HMR_4106		m3236  => m1577 + m2094 	(ENSG00000103150)	0	 -0.00	1000.00	  0.00
HMR_4107		m3237  => m1579 + m2095 	(ENSG00000103150)	0	 -0.00	1000.00	  0.00
HMR_4331		m1672 + m3667  <=> m2098 + m3670 	(ENSG00000111058) or (ENSG00000131069) or (ENSG00000154930)	1	-1000.00	1000.00	  0.00
HMR_4459		m1720 + m3663  <=> m3643 + m3670 	(ENSG00000111058) or (ENSG00000131069) or (ENSG00000154930)	1	-1000.00	1000.00	  0.00
HMR_4460		m1722 + m3664  <=> m3644 + m3671 	(ENSG00000111058) or (ENSG00000131069) or (ENSG00000154930)	1	-1000.00	1000.00	  0.00
HMR_4497		m2886 + m3356  => m1177 + m2717 + m3362 	(ENSG00000116133)	0	 -0.00	1000.00	  0.00
HMR_4741		m1042 + m2725  => m2101 + m2886 	(ENSG00000198130)	0	 -0.00	1000.00	  0.00
HMR_9804		m1042 + m3366  <=> m2717 + m3372 + m4188 	(ENSG00000087076) or (ENSG00000099377) or (ENSG00000109854) or (ENSG00000121039) or (ENSG00000138400) or (ENSG00000145439) or (ENSG00000159692) or (ENSG00000160439) or (ENSG00000167733) or (ENSG00000186153) or (ENSG00000187134) or (ENSG00000198189) or (ENSG00000198610) or (ENSG00000204228) or (ENSG00000240857)	1	-1000.00	1000.00	  0.00
HMR_1434		m1565 + m2098  <=> 2 m1575 	(ENSG00000120437)	1	-1000.00	1000.00	  0.00
HMR_1436		m1561 + m1720 + m2098  => m1565 + m1672 + m3643 	(ENSG00000081760)	0	 -0.00	1000.00	  0.00
HMR_3163		m1770 + m2424  => m2128 + m2428 	(ENSG00000111271) or (ENSG00000117054) or (ENSG00000122971) or (ENSG00000151498) or (ENSG00000177646) or (ENSG00000196177) or (ENSG00000240303)	0	 -0.00	1000.00	  0.00
HMR_4461		m313 + m3356  <=> m1562 + m2717 + m3362 	(ENSG00000161267)	1	-1000.00	1000.00	  0.00
HMR_4604		m1567 + m1579 + m2727  => m2103 + m2874 	(ENSG00000112972) or (ENSG00000134240)	0	 -0.00	1000.00	  0.00
HMR_5351		m856 + m3355  <=> m887 + m2714 + m3361 	(ENSG00000111716) or (ENSG00000151116) or (ENSG00000166800) or (ENSG00000171989)	1	-1000.00	1000.00	  0.00
HMR_4052		m1720 + m3731  => m1672 + m3692 	(ENSG00000101911) or (ENSG00000147224)	0	 -0.00	1000.00	  0.00
HMR_4306		m2574 + m2714 + m3371  <=> m2588 + m3365 	(ENSG00000160211)	1	-1000.00	1000.00	  0.00
HMR_4350		m1606 + m3731  <=> m1720 + m3729 	(ENSG00000158019)	1	-1000.00	1000.00	  0.00
HMR_4351		m3732  <=> m3734 	(ENSG00000153574)	1	-1000.00	1000.00	  0.00
HMR_4352		m3731  <=> m3733 	(ENSG00000153574)	1	-1000.00	1000.00	  0.00
HMR_4354		m3730  <=> m3731 	(ENSG00000079739) or (ENSG00000169299)	1	-1000.00	1000.00	  0.00
HMR_4398		m845  <=> m1551 + m2545 	(ENSG00000023697)	1	-1000.00	1000.00	  0.00
HMR_4404		m2340 + m2382  <=> m2473 + m2545 	(ENSG00000163931)	1	-1000.00	1000.00	  0.00
HMR_4473		m1462 + m3369  => m2096 + m2720 + m3375 + m3734 	(ENSG00000142657)	0	 -0.00	1000.00	  0.00
HMR_4474		m1461 + m3365  => m2092 + m2714 + m3371 + m3733 	(ENSG00000142657)	0	 -0.00	1000.00	  0.00
HMR_4477		m2340  <=> m3733 	(ENSG00000197713)	1	-1000.00	1000.00	  0.00
HMR_4501		m2340 + m3731  <=> m2545 + m3775 	(ENSG00000163931)	1	-1000.00	1000.00	  0.00
HMR_4565		m2545 + m3775  <=> m2382 + m2473 	(ENSG00000177156)	1	-1000.00	1000.00	  0.00
HMR_4567		m1606 + m3774  <=> m1720 + m3775 	(ENSG00000067057) or (ENSG00000141959) or (ENSG00000152556)	1	-1000.00	1000.00	  0.00
HMR_4568		m3774 + m4097  <=> m3775 + m4149 	(ENSG00000067057) or (ENSG00000141959) or (ENSG00000152556)	1	-1000.00	1000.00	  0.00
HMR_4623		m2575 + m2728  => m1462 	(ENSG00000049239) or (ENSG00000130313)	0	 -0.00	1000.00	  0.00
HMR_4625		m2574 + m2722  => m1461 	(ENSG00000049239) or (ENSG00000130313)	0	 -0.00	1000.00	  0.00
HMR_4710		m844  <=> m845 	(ENSG00000169299) or (ENSG00000180953)	1	-1000.00	1000.00	  0.00
HMR_4841		m2714 + m3361 + m3729  <=> m3355 + m3726 	(ENSG00000006534) or (ENSG00000184254)	1	-1000.00	1000.00	  0.00
HMR_8074		m1720 + m2211  => m845 + m1606 	(ENSG00000158019)	0	 -0.00	1000.00	  0.00
HMR_8653		m2575 + m2720 + m3364  <=> m2589 + m3359 	(ENSG00000049239) or (ENSG00000130313)	1	-1000.00	1000.00	  0.00
HMR_3998		m1606 + m2722  => m1672 + m3631 	(ENSG00000054179) or (ENSG00000171302) or (ENSG00000188833) or (ENSG00000197217) or (ENSG00000197586)	0	 -0.00	1000.00	  0.00
HMR_4000		m1720  => m1779 + m3643 	(ENSG00000061918) or (ENSG00000070019) or (ENSG00000078295) or (ENSG00000101890) or (ENSG00000121281) or (ENSG00000129467) or (ENSG00000138031) or (ENSG00000143199) or (ENSG00000152402) or (ENSG00000155897) or (ENSG00000159899) or (ENSG00000162104) or (ENSG00000164116) or (ENSG00000164742) or (ENSG00000169418) or (ENSG00000174233)	0	 -0.00	1000.00	  0.00
HMR_4002		2 m1606  <=> m1672 + m1720 	(ENSG00000004455) or (ENSG00000085231) or (ENSG00000106992) or (ENSG00000140057) or (ENSG00000147853) or (ENSG00000154027) or (ENSG00000155085) or (ENSG00000162433) or (ENSG00000165695)	1	-1000.00	1000.00	  0.00
HMR_4004		2 m1608  <=> m1675 + m1722 	(ENSG00000004455) or (ENSG00000085231) or (ENSG00000106992) or (ENSG00000140057) or (ENSG00000147853) or (ENSG00000154027) or (ENSG00000155085) or (ENSG00000162433) or (ENSG00000165695)	1	-1000.00	1000.00	  0.00
HMR_4010		m1672 + m2722  => m1599 + m3631 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4081		m1679 + m2729  => m1602 + m3638 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4082		m1675 + m2725  => m1601 + m3634 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4012		m1599 + m1720  => m1606 + m1672 	(ENSG00000156110) or (ENSG00000156136)	0	 -0.00	1000.00	  0.00
HMR_4014		m1779 + m2722  => m1672 	(ENSG00000065989) or (ENSG00000112541) or (ENSG00000113231) or (ENSG00000113448) or (ENSG00000115252) or (ENSG00000128655) or (ENSG00000132915) or (ENSG00000137496) or (ENSG00000138735) or (ENSG00000152270) or (ENSG00000154678) or (ENSG00000156973) or (ENSG00000171408) or (ENSG00000172572) or (ENSG00000184588) or (ENSG00000186642) or (ENSG00000205268)	0	 -0.00	1000.00	  0.00
HMR_4020		m1606 + m2558  <=> m1720 + m2668 	(ENSG00000143774)	1	-1000.00	1000.00	  0.00
HMR_4022		m2702  => m1808 + m3643 	(ENSG00000061918) or (ENSG00000070019) or (ENSG00000078295) or (ENSG00000101890) or (ENSG00000121281) or (ENSG00000129467) or (ENSG00000138031) or (ENSG00000143199) or (ENSG00000152402) or (ENSG00000155897) or (ENSG00000159899) or (ENSG00000162104) or (ENSG00000164116) or (ENSG00000164742) or (ENSG00000169418) or (ENSG00000174233)	0	 -0.00	1000.00	  0.00
HMR_4038		m2431  <=> m2722 + m2911 	(ENSG00000138363)	1	-1000.00	1000.00	  0.00
HMR_4040		m2722 + m2911 + m3355  => m2714 + m3361 + m4173 	(ENSG00000106348) or (ENSG00000178035)	0	 -0.00	1000.00	  0.00
HMR_4042		m1716 + m2702 + m2911  => m1603 + m2558 + m3631 	(ENSG00000035687) or (ENSG00000185100)	0	 -0.00	1000.00	  0.00
HMR_4046		m1720 + m2605 + m2722 + m4173  => m1672 + m2600 + m2668 + m3643 	(ENSG00000163655)	0	 -0.00	1000.00	  0.00
HMR_4048		m1808 + m2722  => m2668 	(ENSG00000065989) or (ENSG00000112541) or (ENSG00000113231) or (ENSG00000113448) or (ENSG00000115252) or (ENSG00000128655) or (ENSG00000132915) or (ENSG00000137496) or (ENSG00000138735) or (ENSG00000152270) or (ENSG00000154678) or (ENSG00000156973) or (ENSG00000171408) or (ENSG00000172572) or (ENSG00000184588) or (ENSG00000186642) or (ENSG00000205268)	0	 -0.00	1000.00	  0.00
HMR_4080		m1672 + m2722  => m2911 + m3387 	(ENSG00000116748) or (ENSG00000133805)	0	 -0.00	1000.00	  0.00
HMR_4134		m2562 + m2729  => m2672 + m3638 	(ENSG00000054179) or (ENSG00000171302) or (ENSG00000188833) or (ENSG00000197217) or (ENSG00000197586)	0	 -0.00	1000.00	  0.00
HMR_4168		m2702 + m2722  => m2668 + m3643 	(ENSG00000125877)	0	 -0.00	1000.00	  0.00
HMR_4290		m2729 + m2940  => m2905 + m3638 	(ENSG00000188833)	0	 -0.00	1000.00	  0.00
HMR_4406		m2605 + m2722 + m3692  => m1422 + m2600 + m3643 	(ENSG00000128059)	0	 -0.00	1000.00	  0.00
