Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
m742	1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate	C11H19O19P3R2
m743	1-phosphatidyl-1D-myo-inositol-3-phosphate	C11H18O16P2R2
m744	1-phosphatidyl-1D-myo-inositol-4-phosphate	C11H18O16P2R2
m745	1-phosphatidyl-1D-myo-inositol-4-phosphate	C11H18O16P2R2
m746	1-phosphatidyl-1D-myo-inositol-5-phosphate	C11H18O16P2R2
m747	1-phosphatidyl-1D-myo-inositol-5-phosphate	C11H18O16P2R2
m748	1-phosphatidyl-myo-inositol-3,5-bisphosphate	C11H19O19P3R2
m749	1-piperideine-6-carboxylate	C6H9NO2
m750	1-piperideine-6-carboxylate	C6H9NO2
m751	1-pyrroline-5-carboxylate	C5H7NO2
m752	1-pyrroline-5-carboxylate	C5H7NO2
m753	1-radyl-2-acyl-sn-glycero-3-phosphocholine	C9H19NO7PR2
m754	2(R),6-dimethyl-heptanoyl-CoA	C30H52N7O17P3S
m755	2(S),6-dimethyl-heptanoyl-CoA	C30H52N7O17P3S
m756	2(S)-pristanal	C19H38O
m757	2,2-dichloroacetaldehyde	C2H2Cl2O
m758	2,3-bisphospho-D-glycerate	C3H8O10P2
m759	2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene	C16H22BrN3O7S
m760	2,3-diketo-5-methylthiopentyl-1-phosphate	C6H11O6PS
m761	2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine	C9H18N5O14P3
m762	2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine	C9H18N5O14P3
m763	2,5-diaminopyrimidine nucleoside triphosphate	C9H18N5O14P3
m764	2,5-diaminopyrimidine nucleoside triphosphate	C9H18N5O14P3
m765	2,6-dimethyl-trans-2-heptenoyl-CoA	C30H50N7O17P3S
m766	20alpha-hydroxy-4-pregnen-3-one	C21H32O2
m767	20-CoA-20-oxo-18r-hydroxy-LTB4	C41H64N7O22P3S
m768	20-CoA-20-oxo-18r-hydroxy-LTB4	C41H64N7O22P3S
m769	20-CoA-20-oxo-LTB4	C41H64N7O21P3S
m770	20-CoA-20-oxo-LTB4	C41H64N7O21P3S
m771	20-CoA-20-oxo-LTB4	C41H64N7O21P3S
m772	20-CoA-20-oxo-LTB4	C41H64N7O21P3S
m773	20-COOH-10,11-dihydro-LTB4	C20H32O6
m774	20-COOH-10,11-dihydro-LTB4	C20H32O6
m775	20-COOH-10,11-dihydro-LTB4	C20H32O6
m776	20-COOH-18-oxo-LTE4-CoA	C44H67N8O23P3S2
m777	20-COOH-LTB4	C20H30O6
m778	20-COOH-LTB4	C20H30O6
m779	20-COOH-LTB4	C20H30O6
m780	20-COOH-LTB4	C20H30O6
m781	20-COOH-LTE4	C23H35NO7S
m782	20-COOH-LTE4-CoA	C44H69N8O22P3S2
m783	20-dihydroxy-LTB4	C20H32O6
m784	20-dihydroxy-LTB4	C20H32O6
m785	20-hydroxy-5S-HETE	C20H32O4
m786	20-hydroxy-LTB5	C20H29O5
m787	20-hydroxy-LTB5	C20H29O5
m788	20-hydroxy-LTE4	C23H37NO5S
m789	20-OH-10,11-dihydro-LTB4	C20H34O5
m790	20-OH-10,11-dihydro-LTB4	C20H34O5
m791	20-OH-hepoxilin A3	C20H32O5
m792	20-OH-hepoxilin A3	C20H32O5
m793	20-OH-LTB4	C20H32O5
m794	20-OH-LTB4	C20H32O5
m795	20-OH-LTB4	C20H32O5
m796	20-oxo-LTB4	C20H30O5
m797	20-oxo-LTB4	C20H30O5
m798	20-oxo-LTB4	C20H30O5
m799	20-oxo-LTE4	C23H35NO6S
m800	20-trihydroxy-LTB4	C20H32O7
m801	20-trihydroxy-LTB4	C20H32O7
m802	21-deoxycortisol	C21H30O4
m803	21-hydroxyallopregnanolone	C21H34O3
m804	21-hydroxypregnenolone	C21H32O3
m805	22beta-hydroxycholesterol	C27H46O2
m806	23S,25,26-trihydroxyvitamin D3	C27H44O4
m807	23S,25,26-trihydroxyvitamin D3	C27H44O4
m808	23s,25-dihydroxyvitamin D3	C27H44O3
m809	23s,25-dihydroxyvitamin D3	C27H44O3
m810	24,25-dihydrolanosterol	C30H52O
m811	24-hydroxycholesterol	C27H46O2
m812	24-oxo-1alpha,23,25-trihydroxyvitamin D3	C27H42O5
m813	24-oxo-1alpha,23,25-trihydroxyvitamin D3	C27H42O5
m814	24-oxo-1alpha,25-dihydroxyvitamin D3	C27H42O4
m815	24-oxo-1alpha,25-dihydroxyvitamin D3	C27H42O4
m816	24R,25-dihyoxyvitamin D2	C28H44O3
m817	25(R)DHCA-CoA	C48H80N7O19P3S
m818	25(R)DHCA-CoA	C48H80N7O19P3S
m819	25(R)THCA-CoA	C48H80N7O20P3S
m820	25(R)THCA-CoA	C48H80N7O20P3S
m821	25(R)THCA-CoA	C48H80N7O20P3S
m822	25(S)DHCA-CoA	C48H80N7O19P3S
m823	25(S)THCA-CoA	C48H80N7O20P3S
m824	25(S)THCA-CoA	C48H80N7O20P3S
m825	25-hydroxycholesterol	C27H46O2
m826	25-hydroxyvitamin D2	C28H44O2
m827	25-hydroxyvitamin D3-26,23-lactol	C27H42O4
m828	25-hydroxyvitamin D3-26,23-lactol	C27H42O4
m829	25-hydroxyvitamin D3-26,23-lactone	C27H40O4
m830	25-hydroxyvitamin D3-26,23-lactone	C27H40O4
m831	26-hydroxycholesterol	C27H46O2
m832	26-hydroxycholesterol	C27H46O2
m833	27alpha-hydroxy-7-dehydrocholesterol	C27H44O2
m834	27-hydroxycholesterol	C27H46O2
m835	27-hydroxycholesterol	C27H46O2
m836	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine	C10H22NO7PR
m837	2-acyl-1-alkyl-sn-glycero-3-phosphate	C4H7O7PR2
m838	2-amino-3-carboxymuconate semialdehyde	C7H7NO5
m839	2-amino-3-oxoadipate	C6H9NO5
m840	2-aminoadipate 6-semialdehyde	C6H11NO3
m841	2-aminoadipate 6-semialdehyde	C6H11NO3
m842	2-arachidonoylglycerol	C23H38O4
m843	2-bromoacetaldehyde	C2H3BrO
m844	2-deoxy-D-ribose-1-phosphate	C5H11O7P
m845	2-deoxy-D-ribose-5-phosphate	C5H11O7P
m846	2-hydroxy-17beta-estradiol-1-S-glutathione	C28H39N3O9S
m847	2-hydroxy-17beta-estradiol-1-S-glutathione	C28H39N3O9S
m848	2-hydroxy-17beta-estradiol-1-S-glutathione	C28H39N3O9S
m849	2-hydroxy-17beta-estradiol-1-S-glutathione	C28H39N3O9S
m850	2-hydroxy-17beta-estradiol-4-S-glutathione	C28H39N3O9S
m851	2-hydroxy-17beta-estradiol-4-S-glutathione	C28H39N3O9S
m852	2-hydroxy-17beta-estradiol-4-S-glutathione	C28H39N3O9S
m853	2-hydroxy-17beta-estradiol-4-S-glutathione	C28H39N3O9S
m854	2-hydroxy-3-methoxy-17beta-estradiol	C19H26O3
m855	2-hydroxy-3-methoxyestrone	C19H24O3
m856	2-hydroxybutyrate	C4H8O3
m857	2-hydroxybutyrate	C4H8O3
m858	2-hydroxyestradiol-17beta	C18H24O3
m859	2-hydroxyestradiol-17beta	C18H24O3
m860	2-hydroxyestradiol-17beta	C18H24O3
m861	2-hydroxyestrone	C18H22O3
m862	2-hydroxyestrone	C18H22O3
m863	2-hydroxyestrone-1-S-glutathione	C28H37N3O9S
m864	2-hydroxyestrone-1-S-glutathione	C28H37N3O9S
m865	2-hydroxyestrone-1-S-glutathione	C28H37N3O9S
m866	2-hydroxyestrone-1-S-glutathione	C28H37N3O9S
m867	2-hydroxyestrone-4-S-glutathione	C28H37N3O9S
m868	2-hydroxyestrone-4-S-glutathione	C28H37N3O9S
m869	2-hydroxyestrone-4-S-glutathione	C28H37N3O9S
m870	2-hydroxyestrone-4-S-glutathione	C28H37N3O9S
m871	2-hydroxyphytanoyl-CoA	C41H74N7O18P3S
m872	2-lysolecithin pool	C9H20NO7PR
m873	2-lysolecithin pool	C9H20NO7PR
m874	2-methoxy-6-(all-trans-decaprenyl)phenol	C57H88O2
m875	2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol	C57H90O3
m876	2-methoxyestradiol-17beta	C19H26O3
m877	2-methoxyestrone	C19H24O3
m878	2-methoxyestrone	C19H24O3
m879	2-methyl-3-oxopropanoate	C4H6O3
m880	2-methyl-3-oxopropanoate	C4H6O3
m881	2-methylacetoacetyl-CoA	C26H42N7O18P3S
m882	2-methylbutyryl-CoA	C26H44N7O17P3S
m883	2-oxo-3-methylvalerate	C6H10O3
m884	2-oxo-3-methylvalerate	C6H10O3
m885	2-oxoadipate	C6H8O5
m886	2-oxoadipate	C6H8O5
m887	2-oxobutyrate	C4H6O3
m888	2-oxobutyrate	C4H6O3
m889	2-oxoglutaramate	C5H7NO4
m890	2-oxoglutaramate	C5H7NO4
m891	2-phenylacetamide	C8H9NO
m892	2-phospho-D-glycerate	C3H7O7P
m893	2-trans,6-trans-farnesal	C15H24O
m894	2-trans-4-cis-decadienoyl-CoA	C31H50N7O17P3S
m895	2-trans-4-cis-decadienoyl-CoA	C31H50N7O17P3S
m896	2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA	C43H66N7O17P3S
m897	2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA	C45H70N7O17P3S
m898	2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA	C45H72N7O17P3S
m899	2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA	C41H64N7O17P3S
m900	2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA	C41H64N7O17P3S
m901	3-(methylthio)propionic acid	C4H8O2S
m902	3(R)-hydroxy-(2S,6R,10)-trimethyl-hendecanoyl-CoA	C35H62N7O18P3S
m903	3(R)-hydroxy-(4R,8R,12R)-trimethyl-tridecanoyl-CoA	C37H66N7O18P3S
m904	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate	C18H30O4
m905	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate	C18H30O4
m906	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA	C39H64N7O19P3S
m907	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA	C39H64N7O19P3S
m908	3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA	C41H66N7O20P3S
m909	3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA	C41H66N7O20P3S
m910	3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA	C41H66N7O20P3S
m911	3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA	C41H66N7O20P3S
m912	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	C41H68N7O20P3S
m913	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	C41H68N7O20P3S
m914	3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate	C14H26O4
m915	3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate	C14H26O4
m916	3(S),8(R)-dihydroxy-(6E,10Z)-hexadecadienoate	C16H28O4
m917	3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate	C16H28O4
m918	3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA	C35H58N7O18P3S
m919	3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA	C35H58N7O18P3S
m920	3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA	C39H64N7O18P3S
m921	3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA	C39H64N7O18P3S
m922	3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA	C43H72N7O18P3S
m923	3(S)-hydroxy-11-cis-docosenoyl-CoA	C43H76N7O18P3S
m924	3(S)-hydroxy-11-cis-eicosenoyl-CoA	C41H72N7O18P3S
m925	3(S)-hydroxy-11-cis-eicosenoyl-CoA	C41H72N7O18P3S
m926	3(S)-hydroxy-11-cis-eicosenoyl-CoA	C41H72N7O18P3S
m927	3(S)-hydroxy-13-cis-docosenoyl-CoA	C43H76N7O18P3S
m928	3(S)-hydroxy-13-cis-docosenoyl-CoA	C43H76N7O18P3S
m929	3(S)-hydroxy-13-cis-docosenoyl-CoA	C43H76N7O18P3S
m930	3(S)-hydroxy-13-cis-eicosenoyl-CoA	C41H72N7O18P3S
m931	3(S)-hydroxy-13-cis-eicosenoyl-CoA	C41H72N7O18P3S
m932	3(S)-hydroxy-13-cis-eicosenoyl-CoA	C41H72N7O18P3S
m933	3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA	C30H52N7O18P3S
m934	3(S)-hydroxy-3-oxo-eicosadienoyl-CoA	C41H70N7O18P3S
m935	3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA	C32H56N7O18P3S
m936	3(S)-hydroxy-4-methyl-pentanoyl-CoA	C27H46N7O18P3S
m937	3(S)-hydroxy-9-cis-eicosenoyl-CoA	C41H72N7O18P3S
m938	3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA	C41H66N7O18P3S
m939	3(S)-hydroxy-cis-15-tetracosaenoyl-CoA	C45H80N7O18P3S
m940	3(S)-hydroxy-cis-15-tetracosaenoyl-CoA	C45H80N7O18P3S
m941	3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA	C41H68N7O18P3S
m942	3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA	C41H68N7O18P3S
m943	3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA	C41H68N7O18P3S
m944	3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA	C43H70N7O18P3S
m945	3(S)-hydroxy-docosa-13,16,19-all-cis-trienoyl-CoA	C43H72N7O18P3S
m946	3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA	C43H68N7O18P3S
m947	3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA	C43H70N7O18P3S
m948	3(S)-hydroxy-hexacosenoyl-CoA	C47H84N7O18P3S
m949	3(S)-hydroxy-hexacosenoyl-CoA	C47H84N7O18P3S
m950	3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA	C45H74N7O18P3S
m951	3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA	C45H72N7O18P3S
m952	3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA	C45H72N7O18P3S
m953	3,3,5-triiodo-L-thyronine-beta-D-glucuronoside	C21H20I3NO10
m954	3,3,5-triiodo-L-thyronine-beta-D-glucuronoside	C21H20I3NO10
m955	3,3-diiodo-L-thyronine	C15H13I2NO4
m956	3,3-diiodo-L-thyronine	C15H13I2NO4
m957	3,3-diiodo-L-thyronine-4-O-sulfate	C15H13I2NO7S
m958	3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene	C16H22BrN3O7S
m959	3,4-dihydroxy-5-all-trans-decaprenylbenzoate	C57H86O4
m960	3,4-dihydroxymandelaldehyde	C8H8O4
m961	3,4-dihydroxymandelate	C8H8O5
m962	3,4-dihydroxyphenylacetaldehyde	C8H8O3
m963	3,4-dihydroxyphenylacetate	C8H8O4
m964	3,4-dihydroxyphenylethyleneglycol	C8H10O4
m965	3,5,3,5-tetraiodo-L-thyronine-beta-D-glucuronoside	C21H19I4NO10
m966	3,5,3,5-tetraiodo-L-thyronine-beta-D-glucuronoside	C21H19I4NO10
m967	3,5,3-triiodothyronine-4-sulfate	C15H12I3NO7S
m968	3,5-diiodo-L-thyronine	C15H13I2NO4
m969	3,5-diiodo-L-thyronine	C15H13I2NO4
m970	3,5-diiodo-L-thyronine-4-O-sulfate	C15H13I2NO7S
m971	3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	C41H64N7O20P3S
m972	3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	C41H64N7O20P3S
m973	3,5-dioxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	C41H64N7O20P3S
m974	3,5-dioxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	C41H64N7O20P3S
m975	3,7,24THCA	C27H46O5
m976	3,8-LD1	C67H111N4O39R
m977	3,8-LD1	C67H111N4O39R
m978	3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al	C27H46O5
m979	3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one	C27H46O5
m980	3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA	C48H78N7O21P3S
m981	3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA	C48H78N7O21P3S
m982	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA	C48H78N7O20P3S
m983	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA	C48H78N7O20P3S
m984	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al	C27H46O4
m985	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al	C27H46O4
m986	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al	C27H46O4
m987	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate	C27H46O5
m988	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate	C27H46O5
m989	3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al	C27H46O4
m990	3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa	C48H78N7O20P3S
m991	3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA	C48H78N7O19P3S
m992	3alpha,7alpha-dihydroxy-5beta-cholestan-26-al	C27H46O3
m993	3alpha,7alpha-dihydroxy-5beta-cholestan-26-al	C27H46O3
m994	3alpha,7alpha-dihydroxy-5beta-cholestan-27-al	C27H46O3
m995	3alpha,7alpha-dihydroxy-5beta-cholestanate	C27H46O4
m996	3alpha,7alpha-dihydroxy-5beta-cholestanate	C27H46O4
m997	3alpha-hydroxy-5alpha-pregnan-20-one	C21H34O2
m998	3-amino-propanal	C3H7NO
m999	3beta,7alpha-dihydroxy-5-cholestenoate	C27H44O4
m1000	3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein	C27H42N2O23R2
m1001	3beta-hydroxy-5-cholestenal	C27H44O2
m1002	3beta-hydroxy-5-cholestene-27-oate	C27H44O3
m1003	3-carboxy-1-hydroxypropyl-ThPP	C16H25N4O10P2S
m1004	3-carboxy-alpha-chromanol	C16H22O4
m1005	3-carboxy-alpha-chromanol	C16H22O4
m1006	3-decaprenyl-4-hydroxybenzoate	C57H86O3
m1007	3-dehydrosphinganine	C18H37NO2
m1008	3-demethylubiquinol-10	C58H92O4
m1009	3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate	C9H17O12P
m1010	3-hydroxyanthranilate	C7H7NO3
m1011	3-hydroxydocosanoyl-CoA	C43H78N7O18P3S
m1012	3-hydroxydocosanoyl-CoA	C43H78N7O18P3S
m1013	3-hydroxydocosanoyl-CoA	C43H78N7O18P3S
m1014	3-hydroxyeicosanoyl-CoA	C41H74N7O18P3S
m1015	3-hydroxyeicosanoyl-CoA	C41H74N7O18P3S
m1016	3-hydroxyeicosanoyl-CoA	C41H74N7O18P3S
m1017	3-hydroxyheneicosanoyl-CoA	C42H76N7O18P3S
m1018	3-hydroxyheneicosanoyl-CoA	C42H76N7O18P3S
m1019	3-hydroxyheptadecanoyl-[ACP]	C17H33O2SR
m1020	3-hydroxyheptadecanoyl-CoA	C38H68N7O18P3S
m1021	3-hydroxyheptanoyl-[ACP]	C7H13O2SR
m1022	3-hydroxyheptanoyl-CoA	C28H48N7O18P3S
m1023	3-hydroxyhexacosanoyl-CoA	C47H86N7O18P3S
m1024	3-hydroxyhexacosanoyl-CoA	C47H86N7O18P3S
m1025	3-hydroxyisobutyrate	C4H8O3
m1026	3-hydroxyisobutyryl-CoA	C25H42N7O18P3S
m1027	3-hydroxykynurenamine	C9H12N2O2
m1028	3-hydroxy-L-kynurenine	C10H12N2O4
m1029	3-hydroxy-N6,N6,N6-trimethyl-L-lysine	C9H20N2O3
m1030	3-hydroxynonadecanoyl-CoA	C40H72N7O18P3S
m1031	3-hydroxynonadecanoyl-CoA	C40H72N7O18P3S
m1032	3-hydroxynonanoyl-[ACP]	C9H17O2SR
m1033	3-hydroxynonanoyl-CoA	C30H52N7O18P3S
m1034	3-hydroxyoctadecanoyl-CoA	C39H70N7O18P3S
m1035	3-hydroxyoctadecanoyl-CoA	C39H70N7O18P3S
m1036	3-hydroxyoctadecanoyl-CoA	C39H70N7O18P3S
m1037	3-hydroxypentadecanoyl-[ACP]	C15H29O2SR
m1038	3-hydroxypentadecanoyl-CoA	C36H64N7O18P3S
m1039	3-hydroxypentanoyl-[ACP]	C5H9O2SR
m1040	3-hydroxypentanoyl-CoA	C26H44N7O18P3S
m1041	3-hydroxypristanoyl-CoA	C40H72N7O18P3S
m1042	3-hydroxypropionyl-CoA	C24H40N7O18P3S
m1043	3-hydroxytetracosanoyl-CoA	C45H82N7O18P3S
m1044	3-hydroxytetracosanoyl-CoA	C45H82N7O18P3S
m1045	3-hydroxy-THA-CoA	C45H70N7O18P3S
m1046	3-hydroxytricosanoyl-CoA	C44H80N7O18P3S
m1047	3-hydroxytridecanoyl-[ACP]	C13H25O2SR
m1048	3-hydroxytridecanoyl-CoA	C34H60N7O18P3S
m1049	3-hydroxyundecanoyl-[ACP]	C11H21O2SR
m1050	3-hydroxyundecanoyl-CoA	C32H56N7O18P3S
m1051	3-keto-4-methylzymosterol	C28H44O
m1052	3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA	C41H64N7O18P3S
m1053	3-ketopristanoyl-CoA	C40H70N7O18P3S
m1054	3-keto-THA-CoA	C45H68N7O18P3S
m1055	3-mercaptolactate	C3H6O3S
m1056	3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate	C58H88O4
m1057	3-methoxy-4-hydroxyphenylacetaldehyde	C9H10O3
m1058	3-methoxy-4-hydroxyphenylglycolaldehyde	C9H10O4
m1059	3-methoxytyramine	C9H13NO2
m1060	3-methyl-2-oxobutyrate	C5H8O3
m1061	3-methyl-2-oxobutyrate	C5H8O3
m1062	3-methylcrotonyl-CoA	C26H42N7O17P3S
m1063	3-methylglutaconyl-CoA	C27H42N7O19P3S
m1064	3-monoiodo-L-thyronine	C15H14INO4
m1065	3-monoiodo-L-thyronine	C15H14INO4
m1066	3-monoiodo-L-thyronine-4-O-sulfate	C15H14INO7S
m1067	3-O-methyldopa	C10H13NO4
m1068	3-oxo-(2S)-methylisocapryloyl-CoA	C30H50N7O18P3S
m1069	3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA	C35H60N7O18P3S
m1070	3-oxo-(4R,8R,12R)-trimethyl-tridecanoyl-CoA	C37H64N7O18P3S
m1071	3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA	C39H62N7O18P3S
m1072	3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA	C39H62N7O18P3S
m1073	3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	C18H28O4
m1074	3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	C18H28O4
m1075	3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA	C39H62N7O19P3S
m1076	3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA	C39H62N7O19P3S
m1077	3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	C18H28O4
m1078	3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	C18H28O4
m1079	3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA	C39H62N7O19P3S
m1080	3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA	C39H62N7O19P3S
m1081	3-oxo-11cis-docosenoyl-CoA	C43H74N7O18P3S
m1082	3-oxo-11-cis-eicosenoyl-CoA	C41H70N7O18P3S
m1083	3-oxo-11-cis-eicosenoyl-CoA	C41H70N7O18P3S
m1084	3-oxo-11-cis-eicosenoyl-CoA	C41H70N7O18P3S
m1085	3-oxo-11-cis-octadecenoyl-CoA	C39H66N7O18P3S
m1086	3-oxo-11-cis-octadecenoyl-CoA	C39H66N7O18P3S
m1087	3-oxo-13cis-docosenoyl-CoA	C43H74N7O18P3S
m1088	3-oxo-13cis-docosenoyl-CoA	C43H74N7O18P3S
m1089	3-oxo-13cis-docosenoyl-CoA	C43H74N7O18P3S
m1090	3-oxo-13-cis-eicosenoyl-CoA	C41H70N7O18P3S
m1091	3-oxo-13-cis-eicosenoyl-CoA	C41H70N7O18P3S
m1092	3-oxo-13-cis-eicosenoyl-CoA	C41H70N7O18P3S
m1093	3-oxo-4(R),8-dimethyl-nonanoyl-CoA	C32H54N7O18P3S
m1094	3-oxo-4-methyl-pentanoyl-CoA	C27H44N7O18P3S
m1095	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	C41H66N7O20P3S
m1096	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	C41H66N7O20P3S
m1097	3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate	C14H24O4
m1098	3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate	C14H24O4
m1099	3-oxo-7-hexadecenoyl-CoA	C37H62N7O18P3S
m1100	3-oxo-7-hexadecenoyl-CoA	C37H62N7O18P3S
m1101	3-oxo-8(R)-hydroxy-hexadeca-(6E,10Z)-dienoate	C16H26O4
m1102	3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate	C16H26O4
m1103	3-oxo-9-cis-eicosenoyl-CoA	C41H70N7O18P3S
m1104	3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA	C45H70N7O18P3S
m1105	3-oxo-cis,cis-5,8-tetradecadienoyl-CoA	C35H56N7O18P3S
m1106	3-oxo-cis,cis-5,8-tetradecadienoyl-CoA	C35H56N7O18P3S
m1107	3-oxo-cis,cis-7,10-hexadecadienoyl-CoA	C37H60N7O18P3S
m1108	3-oxo-cis,cis-7,10-hexadecadienoyl-CoA	C37H60N7O18P3S
m1109	3-oxo-cis-15-tetracosaenoyl-CoA	C45H78N7O18P3S
m1110	3-oxo-cis-15-tetracosaenoyl-CoA	C45H78N7O18P3S
m1111	3-oxodecanoyl-[ACP]	C10H17O2SR
m1112	3-oxodecanoyl-CoA	C31H52N7O18P3S
m1113	3-oxodecanoyl-CoA	C31H52N7O18P3S
m1114	3-oxo-dihomo-gamma-linolenoyl-CoA	C41H66N7O18P3S
m1115	3-oxo-dihomo-gamma-linolenoyl-CoA	C41H66N7O18P3S
m1116	3-oxo-dihomo-gamma-linolenoyl-CoA	C41H66N7O18P3S
m1117	3-oxodocasa-cis,cis-13,16-dienoyl-CoA	C43H72N7O18P3S
m1118	3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA	C43H68N7O18P3S
m1119	3-oxo-docosa-13,16,19-all-cis-trienoyl-CoA	C43H70N7O18P3S
